player,match_id,match_date,innings,over,delivery_num,runs,total_runs,is_four,is_six,dismissed,non_striker,bowler
M Klinger,1001349,2017-02-17,1,3,5,1,1,0,0,0,AJ Finch,KMDN Kulasekara
M Klinger,1001349,2017-02-17,1,4,0,3,3,0,0,0,AJ Finch,JRMVB Sanjaya
AJ Finch,1001349,2017-02-17,1,4,1,3,3,0,0,0,M Klinger,JRMVB Sanjaya
M Klinger,1001349,2017-02-17,1,4,2,4,4,1,0,0,AJ Finch,JRMVB Sanjaya
M Klinger,1001349,2017-02-17,1,4,3,4,4,1,0,0,AJ Finch,JRMVB Sanjaya
M Klinger,1001349,2017-02-17,1,4,4,1,1,0,0,0,AJ Finch,JRMVB Sanjaya
AJ Finch,1001349,2017-02-17,1,4,5,1,1,0,0,0,M Klinger,JRMVB Sanjaya
AJ Finch,1001349,2017-02-17,1,5,0,1,1,0,0,0,M Klinger,S Prasanna
M Klinger,1001349,2017-02-17,1,5,1,0,1,0,0,0,AJ Finch,S Prasanna
M Klinger,1001349,2017-02-17,1,5,2,0,0,0,0,0,AJ Finch,S Prasanna
M Klinger,1001349,2017-02-17,1,5,3,0,0,0,0,0,AJ Finch,S Prasanna
M Klinger,1001349,2017-02-17,1,5,4,1,1,0,0,0,AJ Finch,S Prasanna
AJ Finch,1001349,2017-02-17,1,5,5,1,1,0,0,0,M Klinger,S Prasanna
M Klinger,1001349,2017-02-17,1,5,6,0,0,0,0,0,AJ Finch,S Prasanna
AJ Finch,1001349,2017-02-17,1,6,0,1,1,0,0,0,M Klinger,PADLR Sandakan
M Klinger,1001349,2017-02-17,1,6,1,1,1,0,0,0,AJ Finch,PADLR Sandakan
AJ Finch,1001349,2017-02-17,1,6,2,0,0,0,0,0,M Klinger,PADLR Sandakan
AJ Finch,1001349,2017-02-17,1,6,3,1,1,0,0,0,M Klinger,PADLR Sandakan
M Klinger,1001349,2017-02-17,1,6,4,1,1,0,0,0,AJ Finch,PADLR Sandakan
AJ Finch,1001349,2017-02-17,1,6,5,2,2,0,0,0,M Klinger,PADLR Sandakan
M Klinger,1001349,2017-02-17,1,7,0,0,0,0,0,0,AJ Finch,S Prasanna
M Klinger,1001349,2017-02-17,1,7,1,1,1,0,0,0,AJ Finch,S Prasanna
AJ Finch,1001349,2017-02-17,1,7,2,1,1,0,0,0,M Klinger,S Prasanna
M Klinger,1001349,2017-02-17,1,7,3,0,1,0,0,0,AJ Finch,S Prasanna
AJ Finch,1001349,2017-02-17,1,7,4,4,4,1,0,0,M Klinger,S Prasanna
AJ Finch,1001349,2017-02-17,1,7,5,1,1,0,0,0,M Klinger,S Prasanna
AJ Finch,1001349,2017-02-17,1,8,0,1,1,0,0,0,M Klinger,PADLR Sandakan
M Klinger,1001349,2017-02-17,1,8,1,3,3,0,0,0,AJ Finch,PADLR Sandakan
AJ Finch,1001349,2017-02-17,1,8,2,1,1,0,0,0,M Klinger,PADLR Sandakan
M Klinger,1001349,2017-02-17,1,8,3,0,0,0,0,0,AJ Finch,PADLR Sandakan
M Klinger,1001349,2017-02-17,1,8,4,0,0,0,0,0,AJ Finch,PADLR Sandakan
M Klinger,1001349,2017-02-17,1,8,5,1,1,0,0,0,AJ Finch,PADLR Sandakan
M Klinger,1001349,2017-02-17,1,9,0,1,1,0,0,0,AJ Finch,S Prasanna
AJ Finch,1001349,2017-02-17,1,9,1,0,0,0,0,0,M Klinger,S Prasanna
AJ Finch,1001349,2017-02-17,1,9,2,0,0,0,0,0,M Klinger,S Prasanna
AJ Finch,1001349,2017-02-17,1,9,3,0,0,0,0,0,M Klinger,S Prasanna
AJ Finch,1001349,2017-02-17,1,9,4,6,6,0,1,0,M Klinger,S Prasanna
AJ Finch,1001349,2017-02-17,1,9,5,1,1,0,0,0,M Klinger,S Prasanna
AJ Finch,1001349,2017-02-17,1,10,0,0,0,0,0,0,M Klinger,PADLR Sandakan
AJ Finch,1001349,2017-02-17,1,10,1,0,1,0,0,0,M Klinger,PADLR Sandakan
M Klinger,1001349,2017-02-17,1,10,2,0,0,0,0,0,AJ Finch,PADLR Sandakan
TM Head,1001349,2017-02-17,1,10,3,2,2,0,0,0,AJ Finch,PADLR Sandakan
TM Head,1001349,2017-02-17,1,10,4,0,0,0,0,0,AJ Finch,PADLR Sandakan
TM Head,1001349,2017-02-17,1,10,5,0,0,0,0,0,AJ Finch,PADLR Sandakan
AJ Finch,1001349,2017-02-17,1,11,0,6,6,0,1,0,TM Head,DAS Gunaratne
AJ Finch,1001349,2017-02-17,1,11,1,2,2,0,0,0,TM Head,DAS Gunaratne
AJ Finch,1001349,2017-02-17,1,11,2,0,0,0,0,0,TM Head,DAS Gunaratne
TM Head,1001349,2017-02-17,1,11,3,1,1,0,0,0,MC Henriques,DAS Gunaratne
MC Henriques,1001349,2017-02-17,1,11,4,1,1,0,0,0,TM Head,DAS Gunaratne
TM Head,1001349,2017-02-17,1,11,5,1,1,0,0,0,MC Henriques,DAS Gunaratne
TM Head,1001349,2017-02-17,1,12,0,0,0,0,0,0,MC Henriques,S Prasanna
TM Head,1001349,2017-02-17,1,12,1,1,1,0,0,0,MC Henriques,S Prasanna
MC Henriques,1001349,2017-02-17,1,12,2,1,1,0,0,0,TM Head,S Prasanna
TM Head,1001349,2017-02-17,1,12,3,0,0,0,0,0,MC Henriques,S Prasanna
TM Head,1001349,2017-02-17,1,12,4,1,1,0,0,0,MC Henriques,S Prasanna
MC Henriques,1001349,2017-02-17,1,12,5,1,1,0,0,0,TM Head,S Prasanna
MC Henriques,1001349,2017-02-17,1,13,0,0,0,0,0,0,TM Head,SL Malinga
MC Henriques,1001349,2017-02-17,1,13,1,0,1,0,0,0,TM Head,SL Malinga
MC Henriques,1001349,2017-02-17,1,13,2,1,1,0,0,0,TM Head,SL Malinga
TM Head,1001349,2017-02-17,1,13,3,2,2,0,0,0,MC Henriques,SL Malinga
TM Head,1001349,2017-02-17,1,13,4,1,1,0,0,0,MC Henriques,SL Malinga
MC Henriques,1001349,2017-02-17,1,13,5,1,1,0,0,0,TM Head,SL Malinga
TM Head,1001349,2017-02-17,1,13,6,1,1,0,0,0,MC Henriques,SL Malinga
TM Head,1001349,2017-02-17,1,14,0,1,1,0,0,0,MC Henriques,PADLR Sandakan
MC Henriques,1001349,2017-02-17,1,14,1,3,3,0,0,0,TM Head,PADLR Sandakan
TM Head,1001349,2017-02-17,1,14,2,1,1,0,0,0,MC Henriques,PADLR Sandakan
MC Henriques,1001349,2017-02-17,1,14,3,6,6,0,1,0,TM Head,PADLR Sandakan
MC Henriques,1001349,2017-02-17,1,14,4,3,3,0,0,0,TM Head,PADLR Sandakan
TM Head,1001349,2017-02-17,1,14,5,2,2,0,0,0,MC Henriques,PADLR Sandakan
MC Henriques,1001349,2017-02-17,1,15,0,0,0,0,0,0,TM Head,JRMVB Sanjaya
TM Head,1001349,2017-02-17,1,15,1,1,1,0,0,0,AJ Turner,JRMVB Sanjaya
AJ Turner,1001349,2017-02-17,1,15,2,2,2,0,0,0,TM Head,JRMVB Sanjaya
AJ Turner,1001349,2017-02-17,1,15,3,1,1,0,0,0,TM Head,JRMVB Sanjaya
TM Head,1001349,2017-02-17,1,15,4,2,2,0,0,0,AJ Turner,JRMVB Sanjaya
TM Head,1001349,2017-02-17,1,15,5,0,1,0,0,0,AJ Turner,JRMVB Sanjaya
TM Head,1001349,2017-02-17,1,15,6,6,6,0,1,0,AJ Turner,JRMVB Sanjaya
AJ Turner,1001349,2017-02-17,1,16,0,2,2,0,0,0,TM Head,SL Malinga
AJ Turner,1001349,2017-02-17,1,16,1,4,4,1,0,0,TM Head,SL Malinga
AJ Turner,1001349,2017-02-17,1,16,2,1,1,0,0,0,TM Head,SL Malinga
TM Head,1001349,2017-02-17,1,16,3,1,1,0,0,0,AJ Turner,SL Malinga
AJ Turner,1001349,2017-02-17,1,16,4,1,1,0,0,0,TM Head,SL Malinga
TM Head,1001349,2017-02-17,1,16,5,1,1,0,0,0,AJ Turner,SL Malinga
TM Head,1001349,2017-02-17,1,17,0,1,1,0,0,0,AJ Turner,KMDN Kulasekara
AJ Turner,1001349,2017-02-17,1,17,1,2,2,0,0,0,TM Head,KMDN Kulasekara
AJ Turner,1001349,2017-02-17,1,17,2,0,1,0,0,0,TM Head,KMDN Kulasekara
AJ Turner,1001349,2017-02-17,1,17,3,1,1,0,0,0,TM Head,KMDN Kulasekara
TM Head,1001349,2017-02-17,1,17,4,1,1,0,0,0,AJ Turner,KMDN Kulasekara
AJ Turner,1001349,2017-02-17,1,17,5,1,1,0,0,0,TM Head,KMDN Kulasekara
TM Head,1001349,2017-02-17,1,17,6,2,2,0,0,0,AJ Turner,KMDN Kulasekara
AJ Turner,1001349,2017-02-17,1,18,0,2,2,0,0,0,TM Head,SL Malinga
AJ Turner,1001349,2017-02-17,1,18,1,1,1,0,0,0,TM Head,SL Malinga
TM Head,1001349,2017-02-17,1,18,2,2,2,0,0,0,AJ Turner,SL Malinga
TM Head,1001349,2017-02-17,1,18,3,0,0,0,0,0,AJ Turner,SL Malinga
AJ Turner,1001349,2017-02-17,1,18,4,0,0,0,0,0,JP Faulkner,SL Malinga
JP Faulkner,1001349,2017-02-17,1,18,5,1,1,0,0,0,TD Paine,SL Malinga
JP Faulkner,1001349,2017-02-17,1,19,0,4,4,1,0,0,TD Paine,KMDN Kulasekara
JP Faulkner,1001349,2017-02-17,1,19,1,0,0,0,0,0,TD Paine,KMDN Kulasekara
JP Faulkner,1001349,2017-02-17,1,19,2,2,2,0,0,0,TD Paine,KMDN Kulasekara
JP Faulkner,1001349,2017-02-17,1,19,3,0,1,0,0,0,TD Paine,KMDN Kulasekara
JP Faulkner,1001349,2017-02-17,1,19,4,1,1,0,0,0,TD Paine,KMDN Kulasekara
JP Faulkner,1001349,2017-02-17,1,19,5,2,2,0,0,0,PJ Cummins,KMDN Kulasekara
JP Faulkner,1001349,2017-02-17,1,19,6,4,4,1,0,0,PJ Cummins,KMDN Kulasekara
N Dickwella,1001349,2017-02-17,2,0,0,1,1,0,0,0,WU Tharanga,PJ Cummins
WU Tharanga,1001349,2017-02-17,2,0,1,0,1,0,0,0,N Dickwella,PJ Cummins
N Dickwella,1001349,2017-02-17,2,0,2,0,0,0,0,0,WU Tharanga,PJ Cummins
N Dickwella,1001349,2017-02-17,2,0,3,0,0,0,0,0,WU Tharanga,PJ Cummins
N Dickwella,1001349,2017-02-17,2,0,4,3,3,0,0,0,WU Tharanga,PJ Cummins
WU Tharanga,1001349,2017-02-17,2,0,5,0,0,0,0,0,N Dickwella,PJ Cummins
N Dickwella,1001349,2017-02-17,2,1,0,0,1,0,0,0,EMDY Munaweera,B Stanlake
N Dickwella,1001349,2017-02-17,2,1,1,0,1,0,0,0,EMDY Munaweera,B Stanlake
N Dickwella,1001349,2017-02-17,2,1,2,0,0,0,0,0,EMDY Munaweera,B Stanlake
N Dickwella,1001349,2017-02-17,2,1,3,0,0,0,0,0,EMDY Munaweera,B Stanlake
N Dickwella,1001349,2017-02-17,2,1,4,4,4,1,0,0,EMDY Munaweera,B Stanlake
N Dickwella,1001349,2017-02-17,2,1,5,0,0,0,0,0,EMDY Munaweera,B Stanlake
N Dickwella,1001349,2017-02-17,2,1,6,4,4,1,0,0,EMDY Munaweera,B Stanlake
N Dickwella,1001349,2017-02-17,2,1,7,0,0,0,0,0,EMDY Munaweera,B Stanlake
EMDY Munaweera,1001349,2017-02-17,2,2,0,0,0,0,0,0,N Dickwella,PJ Cummins
EMDY Munaweera,1001349,2017-02-17,2,2,1,3,3,0,0,0,N Dickwella,PJ Cummins
N Dickwella,1001349,2017-02-17,2,2,2,0,0,0,0,0,EMDY Munaweera,PJ Cummins
N Dickwella,1001349,2017-02-17,2,2,3,0,0,0,0,0,EMDY Munaweera,PJ Cummins
N Dickwella,1001349,2017-02-17,2,2,4,0,0,0,0,0,EMDY Munaweera,PJ Cummins
N Dickwella,1001349,2017-02-17,2,2,5,4,4,1,0,0,EMDY Munaweera,PJ Cummins
EMDY Munaweera,1001349,2017-02-17,2,3,0,4,4,1,0,0,N Dickwella,B Stanlake
EMDY Munaweera,1001349,2017-02-17,2,3,1,4,4,1,0,0,N Dickwella,B Stanlake
EMDY Munaweera,1001349,2017-02-17,2,3,2,4,4,1,0,0,N Dickwella,B Stanlake
EMDY Munaweera,1001349,2017-02-17,2,3,3,1,1,0,0,0,N Dickwella,B Stanlake
N Dickwella,1001349,2017-02-17,2,3,4,0,0,0,0,0,EMDY Munaweera,B Stanlake
N Dickwella,1001349,2017-02-17,2,3,5,0,5,0,0,0,EMDY Munaweera,B Stanlake
N Dickwella,1001349,2017-02-17,2,3,6,6,6,0,1,0,EMDY Munaweera,B Stanlake
EMDY Munaweera,1001349,2017-02-17,2,4,0,0,0,0,0,0,N Dickwella,JP Faulkner
EMDY Munaweera,1001349,2017-02-17,2,4,1,4,4,1,0,0,N Dickwella,JP Faulkner
EMDY Munaweera,1001349,2017-02-17,2,4,2,0,0,0,0,0,N Dickwella,JP Faulkner
EMDY Munaweera,1001349,2017-02-17,2,4,3,0,0,0,0,0,N Dickwella,JP Faulkner
EMDY Munaweera,1001349,2017-02-17,2,4,4,1,1,0,0,0,N Dickwella,JP Faulkner
N Dickwella,1001349,2017-02-17,2,4,5,0,0,0,0,0,EMDY Munaweera,JP Faulkner
EMDY Munaweera,1001349,2017-02-17,2,5,0,4,4,1,0,0,N Dickwella,AJ Tye
EMDY Munaweera,1001349,2017-02-17,2,5,1,0,0,0,0,0,N Dickwella,AJ Tye
EMDY Munaweera,1001349,2017-02-17,2,5,2,2,2,0,0,0,N Dickwella,AJ Tye
EMDY Munaweera,1001349,2017-02-17,2,5,3,4,4,1,0,0,N Dickwella,AJ Tye
EMDY Munaweera,1001349,2017-02-17,2,5,4,0,0,0,0,0,N Dickwella,AJ Tye
EMDY Munaweera,1001349,2017-02-17,2,5,5,1,1,0,0,0,N Dickwella,AJ Tye
EMDY Munaweera,1001349,2017-02-17,2,6,0,1,1,0,0,0,N Dickwella,A Zampa
N Dickwella,1001349,2017-02-17,2,6,1,0,0,0,0,0,EMDY Munaweera,A Zampa
N Dickwella,1001349,2017-02-17,2,6,2,1,1,0,0,0,EMDY Munaweera,A Zampa
EMDY Munaweera,1001349,2017-02-17,2,6,3,2,2,0,0,0,N Dickwella,A Zampa
EMDY Munaweera,1001349,2017-02-17,2,6,4,0,0,0,0,0,N Dickwella,A Zampa
EMDY Munaweera,1001349,2017-02-17,2,6,5,1,1,0,0,0,N Dickwella,A Zampa
EMDY Munaweera,1001349,2017-02-17,2,7,0,2,2,0,0,0,N Dickwella,AJ Turner
EMDY Munaweera,1001349,2017-02-17,2,7,1,1,1,0,0,0,N Dickwella,AJ Turner
N Dickwella,1001349,2017-02-17,2,7,2,0,0,0,0,0,EMDY Munaweera,AJ Turner
N Dickwella,1001349,2017-02-17,2,7,3,1,1,0,0,0,EMDY Munaweera,AJ Turner
EMDY Munaweera,1001349,2017-02-17,2,7,4,1,1,0,0,0,N Dickwella,AJ Turner
N Dickwella,1001349,2017-02-17,2,7,5,1,1,0,0,0,EMDY Munaweera,AJ Turner
N Dickwella,1001349,2017-02-17,2,8,0,1,1,0,0,0,EMDY Munaweera,A Zampa
EMDY Munaweera,1001349,2017-02-17,2,8,1,0,0,0,0,0,N Dickwella,A Zampa
EMDY Munaweera,1001349,2017-02-17,2,8,2,1,1,0,0,0,N Dickwella,A Zampa
N Dickwella,1001349,2017-02-17,2,8,3,4,4,1,0,0,EMDY Munaweera,A Zampa
N Dickwella,1001349,2017-02-17,2,8,4,0,0,0,0,0,EMDY Munaweera,A Zampa
DAS Gunaratne,1001349,2017-02-17,2,8,5,1,1,0,0,0,EMDY Munaweera,A Zampa
DAS Gunaratne,1001349,2017-02-17,2,9,0,2,2,0,0,0,EMDY Munaweera,B Stanlake
DAS Gunaratne,1001349,2017-02-17,2,9,1,0,0,0,0,0,EMDY Munaweera,B Stanlake
DAS Gunaratne,1001349,2017-02-17,2,9,2,1,1,0,0,0,EMDY Munaweera,B Stanlake
EMDY Munaweera,1001349,2017-02-17,2,9,3,1,1,0,0,0,DAS Gunaratne,B Stanlake
DAS Gunaratne,1001349,2017-02-17,2,9,4,2,2,0,0,0,EMDY Munaweera,B Stanlake
DAS Gunaratne,1001349,2017-02-17,2,9,5,0,1,0,0,0,EMDY Munaweera,B Stanlake
DAS Gunaratne,1001349,2017-02-17,2,9,6,1,1,0,0,0,EMDY Munaweera,B Stanlake
DAS Gunaratne,1001349,2017-02-17,2,10,0,0,0,0,0,0,EMDY Munaweera,A Zampa
DAS Gunaratne,1001349,2017-02-17,2,10,1,1,1,0,0,0,EMDY Munaweera,A Zampa
EMDY Munaweera,1001349,2017-02-17,2,10,2,2,2,0,0,0,DAS Gunaratne,A Zampa
EMDY Munaweera,1001349,2017-02-17,2,10,3,0,0,0,0,0,DAS Gunaratne,A Zampa
TAM Siriwardana,1001349,2017-02-17,2,10,4,1,1,0,0,0,DAS Gunaratne,A Zampa
DAS Gunaratne,1001349,2017-02-17,2,10,5,1,1,0,0,0,TAM Siriwardana,A Zampa
DAS Gunaratne,1001349,2017-02-17,2,11,0,0,0,0,0,0,TAM Siriwardana,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,11,1,0,1,0,0,0,TAM Siriwardana,JP Faulkner
TAM Siriwardana,1001349,2017-02-17,2,11,2,1,1,0,0,0,DAS Gunaratne,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,11,3,1,1,0,0,0,TAM Siriwardana,JP Faulkner
TAM Siriwardana,1001349,2017-02-17,2,11,4,1,1,0,0,0,DAS Gunaratne,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,11,5,1,1,0,0,0,TAM Siriwardana,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,12,0,1,1,0,0,0,TAM Siriwardana,A Zampa
TAM Siriwardana,1001349,2017-02-17,2,12,1,2,2,0,0,0,DAS Gunaratne,A Zampa
TAM Siriwardana,1001349,2017-02-17,2,12,2,1,1,0,0,0,DAS Gunaratne,A Zampa
DAS Gunaratne,1001349,2017-02-17,2,12,3,1,1,0,0,0,TAM Siriwardana,A Zampa
TAM Siriwardana,1001349,2017-02-17,2,12,4,3,3,0,0,0,DAS Gunaratne,A Zampa
DAS Gunaratne,1001349,2017-02-17,2,12,5,1,1,0,0,0,TAM Siriwardana,A Zampa
DAS Gunaratne,1001349,2017-02-17,2,13,0,4,4,1,0,0,TAM Siriwardana,AJ Tye
DAS Gunaratne,1001349,2017-02-17,2,13,1,0,0,0,0,0,TAM Siriwardana,AJ Tye
DAS Gunaratne,1001349,2017-02-17,2,13,2,4,4,1,0,0,TAM Siriwardana,AJ Tye
DAS Gunaratne,1001349,2017-02-17,2,13,3,1,1,0,0,0,TAM Siriwardana,AJ Tye
TAM Siriwardana,1001349,2017-02-17,2,13,4,4,4,1,0,0,DAS Gunaratne,AJ Tye
TAM Siriwardana,1001349,2017-02-17,2,13,5,0,0,0,0,0,DAS Gunaratne,AJ Tye
DAS Gunaratne,1001349,2017-02-17,2,14,0,1,1,0,0,0,TAM Siriwardana,PJ Cummins
TAM Siriwardana,1001349,2017-02-17,2,14,1,1,1,0,0,0,DAS Gunaratne,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,14,2,0,0,0,0,0,TAM Siriwardana,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,14,3,4,4,1,0,0,TAM Siriwardana,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,14,4,0,0,0,0,0,TAM Siriwardana,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,14,5,1,1,0,0,0,TAM Siriwardana,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,15,0,0,0,0,0,0,TAM Siriwardana,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,15,1,2,2,0,0,0,TAM Siriwardana,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,15,2,2,2,0,0,0,TAM Siriwardana,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,15,3,4,4,1,0,0,TAM Siriwardana,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,15,4,4,4,1,0,0,TAM Siriwardana,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,15,5,1,1,0,0,0,TAM Siriwardana,JP Faulkner
DAS Gunaratne,1001349,2017-02-17,2,16,0,4,4,1,0,0,TAM Siriwardana,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,16,1,0,0,0,0,0,TAM Siriwardana,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,16,2,4,4,1,0,0,TAM Siriwardana,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,16,3,1,1,0,0,0,TAM Siriwardana,PJ Cummins
TAM Siriwardana,1001349,2017-02-17,2,16,4,1,1,0,0,0,DAS Gunaratne,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,16,5,1,1,0,0,0,TAM Siriwardana,PJ Cummins
DAS Gunaratne,1001349,2017-02-17,2,17,0,0,0,0,0,0,TAM Siriwardana,AJ Turner
CK Kapugedera,1001349,2017-02-17,2,17,1,1,1,0,0,0,TAM Siriwardana,AJ Turner
TAM Siriwardana,1001349,2017-02-17,2,17,2,0,0,0,0,0,CK Kapugedera,AJ Turner
S Prasanna,1001349,2017-02-17,2,17,3,0,0,0,0,0,CK Kapugedera,AJ Turner
S Prasanna,1001349,2017-02-17,2,17,4,4,4,1,0,0,CK Kapugedera,AJ Turner
S Prasanna,1001349,2017-02-17,2,17,5,1,1,0,0,0,CK Kapugedera,AJ Turner
S Prasanna,1001349,2017-02-17,2,18,0,1,1,0,0,0,CK Kapugedera,JP Faulkner
CK Kapugedera,1001349,2017-02-17,2,18,1,1,1,0,0,0,S Prasanna,JP Faulkner
S Prasanna,1001349,2017-02-17,2,18,2,0,1,0,0,0,CK Kapugedera,JP Faulkner
S Prasanna,1001349,2017-02-17,2,18,3,1,1,0,0,0,CK Kapugedera,JP Faulkner
CK Kapugedera,1001349,2017-02-17,2,18,4,0,0,0,0,0,S Prasanna,JP Faulkner
CK Kapugedera,1001349,2017-02-17,2,18,5,1,1,0,0,0,S Prasanna,JP Faulkner
S Prasanna,1001349,2017-02-17,2,18,6,0,1,0,0,0,CK Kapugedera,JP Faulkner
S Prasanna,1001349,2017-02-17,2,19,0,0,0,0,0,0,CK Kapugedera,AJ Tye
S Prasanna,1001349,2017-02-17,2,19,1,0,1,0,0,0,CK Kapugedera,AJ Tye
CK Kapugedera,1001349,2017-02-17,2,19,2,1,1,0,0,0,S Prasanna,AJ Tye
S Prasanna,1001349,2017-02-17,2,19,3,1,1,0,0,0,CK Kapugedera,AJ Tye
CK Kapugedera,1001349,2017-02-17,2,19,4,2,2,0,0,0,S Prasanna,AJ Tye
CK Kapugedera,1001349,2017-02-17,2,19,5,4,4,1,0,0,S Prasanna,AJ Tye
M Klinger,1001351,2017-02-19,1,0,0,0,0,0,0,0,AJ Finch,SL Malinga
M Klinger,1001351,2017-02-19,1,0,1,1,1,0,0,0,AJ Finch,SL Malinga
AJ Finch,1001351,2017-02-19,1,0,2,0,0,0,0,0,M Klinger,SL Malinga
AJ Finch,1001351,2017-02-19,1,0,3,4,4,1,0,0,M Klinger,SL Malinga
AJ Finch,1001351,2017-02-19,1,0,4,0,1,0,0,0,M Klinger,SL Malinga
M Klinger,1001351,2017-02-19,1,0,5,1,1,0,0,0,AJ Finch,SL Malinga
M Klinger,1001351,2017-02-19,1,1,0,0,1,0,0,0,AJ Finch,KMDN Kulasekara
M Klinger,1001351,2017-02-19,1,1,1,1,1,0,0,0,AJ Finch,KMDN Kulasekara
AJ Finch,1001351,2017-02-19,1,1,2,2,2,0,0,0,M Klinger,KMDN Kulasekara
AJ Finch,1001351,2017-02-19,1,1,3,2,2,0,0,0,M Klinger,KMDN Kulasekara
AJ Finch,1001351,2017-02-19,1,1,4,4,4,1,0,0,M Klinger,KMDN Kulasekara
AJ Finch,1001351,2017-02-19,1,1,5,0,0,0,0,0,M Klinger,KMDN Kulasekara
AJ Finch,1001351,2017-02-19,1,1,6,0,0,0,0,0,M Klinger,KMDN Kulasekara
M Klinger,1001351,2017-02-19,1,2,0,0,0,0,0,0,AJ Finch,JRMVB Sanjaya
M Klinger,1001351,2017-02-19,1,2,1,1,1,0,0,0,AJ Finch,JRMVB Sanjaya
AJ Finch,1001351,2017-02-19,1,2,2,0,0,0,0,0,M Klinger,JRMVB Sanjaya
AJ Finch,1001351,2017-02-19,1,2,3,0,0,0,0,0,M Klinger,JRMVB Sanjaya
BR Dunk,1001351,2017-02-19,1,2,4,0,0,0,0,0,M Klinger,JRMVB Sanjaya
BR Dunk,1001351,2017-02-19,1,2,5,0,0,0,0,0,M Klinger,JRMVB Sanjaya
M Klinger,1001351,2017-02-19,1,3,0,0,1,0,0,0,BR Dunk,KMDN Kulasekara
M Klinger,1001351,2017-02-19,1,3,1,2,2,0,0,0,BR Dunk,KMDN Kulasekara
M Klinger,1001351,2017-02-19,1,3,2,0,0,0,0,0,BR Dunk,KMDN Kulasekara
M Klinger,1001351,2017-02-19,1,3,3,4,4,1,0,0,BR Dunk,KMDN Kulasekara
M Klinger,1001351,2017-02-19,1,3,4,1,1,0,0,0,BR Dunk,KMDN Kulasekara
